C1	C2	Distance	Group1	Group2
arabidopsis_thaliana_root_bs1	arabidopsis_thaliana_rhizosphere_bs1	68.1066554524775	arabidopsis_thaliana_root	arabidopsis_thaliana_rhizosphere
arabidopsis_thaliana_root_bs2	arabidopsis_thaliana_rhizosphere_bs1	64.9593975923137	arabidopsis_thaliana_root	arabidopsis_thaliana_rhizosphere
arabidopsis_thaliana_root_bs3	arabidopsis_thaliana_rhizosphere_bs1	68.1992885169793	arabidopsis_thaliana_root	arabidopsis_thaliana_rhizosphere
arabidopsis_thaliana_root_bs4	arabidopsis_thaliana_rhizosphere_bs1	77.8443092235919	arabidopsis_thaliana_root	arabidopsis_thaliana_rhizosphere
arabidopsis_thaliana_root_bs5	arabidopsis_thaliana_rhizosphere_bs1	68.5063817112854	arabidopsis_thaliana_root	arabidopsis_thaliana_rhizosphere
arabidopsis_thaliana_root_bs6	arabidopsis_thaliana_rhizosphere_bs1	63.0944100748486	arabidopsis_thaliana_root	arabidopsis_thaliana_rhizosphere
arabidopsis_thaliana_root_bs7	arabidopsis_thaliana_rhizosphere_bs1	68.6368882398931	arabidopsis_thaliana_root	arabidopsis_thaliana_rhizosphere
arabidopsis_thaliana_root_bs8	arabidopsis_thaliana_rhizosphere_bs1	64.6260978794395	arabidopsis_thaliana_root	arabidopsis_thaliana_rhizosphere
arabidopsis_thaliana_root_bs9	arabidopsis_thaliana_rhizosphere_bs1	56.554104245299	arabidopsis_thaliana_root	arabidopsis_thaliana_rhizosphere
arabidopsis_thaliana_root_bs10	arabidopsis_thaliana_rhizosphere_bs1	67.6354140742146	arabidopsis_thaliana_root	arabidopsis_thaliana_rhizosphere
arabidopsis_thaliana_root_bs11	arabidopsis_thaliana_rhizosphere_bs1	67.1262696045792	arabidopsis_thaliana_root	arabidopsis_thaliana_rhizosphere
arabidopsis_thaliana_root_bs12	arabidopsis_thaliana_rhizosphere_bs1	58.9990802367219	arabidopsis_thaliana_root	arabidopsis_thaliana_rhizosphere
arabidopsis_thaliana_root_bs13	arabidopsis_thaliana_rhizosphere_bs1	64.7579349198065	arabidopsis_thaliana_root	arabidopsis_thaliana_rhizosphere
arabidopsis_thaliana_root_bs14	arabidopsis_thaliana_rhizosphere_bs1	63.6160722644473	arabidopsis_thaliana_root	arabidopsis_thaliana_rhizosphere
arabidopsis_thaliana_root_bs15	arabidopsis_thaliana_rhizosphere_bs1	59.5272997515725	arabidopsis_thaliana_root	arabidopsis_thaliana_rhizosphere
arabidopsis_thaliana_root_bs16	arabidopsis_thaliana_rhizosphere_bs1	58.6052031978165	arabidopsis_thaliana_root	arabidopsis_thaliana_rhizosphere
arabidopsis_thaliana_root_bs17	arabidopsis_thaliana_rhizosphere_bs1	58.5312428809118	arabidopsis_thaliana_root	arabidopsis_thaliana_rhizosphere
arabidopsis_thaliana_root_bs18	arabidopsis_thaliana_rhizosphere_bs1	61.1106885838086	arabidopsis_thaliana_root	arabidopsis_thaliana_rhizosphere
